_id,ServiceId,ClientId,OperationCount,TransactionTimeStamp,Service,Status
"ObjectId(""5fb3afbfe566a674ed4d3b69"")",5fa8d4bb3317e55c653732ef,10003,1,"2020-11-17T11:10:55.199Z""""",Fraud Prevention Nigeria,0
"ObjectId(""5fb3b2f43a5341fcdb74ec82"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T11:24:36.835Z""""",Footbal Egypt,0
"ObjectId(""5fb3b6fc612f75e005f81ec8"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T11:41:48.713Z""""",Footbal Kenya,0
"ObjectId(""5fb3b8115c4fb94d4a8db1ac"")",5fab843aed0f82781e57f22a,10003,1,"2020-11-17T11:46:25.043Z""""",Footbal Kenya,0
"ObjectId(""5fb3b8355c4fb94d4a8db1ae"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T11:47:01.234Z""""",Footbal Egypt,0
"ObjectId(""5fb3b922384d580f54d61a52"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T11:50:58.947Z""""",Footbal Egypt,0
"ObjectId(""5fb3bcbc444408933e78b0d3"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T12:06:20.078Z""""",Footbal Egypt,0
"ObjectId(""5fb3beb8d14c08e2e7a1be0e"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T12:14:48.640Z""""",Footbal Egypt,0
"ObjectId(""5fb3bf67e66188238e437ca2"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T12:17:43.430Z""""",Footbal Egypt,0
"ObjectId(""5fb3c04702074e99db424bde"")",5f8dce4e10306b193d6dc079,10003,1,"2020-11-17T12:21:27.672Z""""",Footbal Egypt,0
"ObjectId(""5fb3c0b3b75a66f7d92a31dc"")",5f8dce4c10306b193d6dc073,20018,2,"2020-11-17T12:23:15.518Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1dcb75a66f7d92a31dd"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:12.558Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1dcb75a66f7d92a31de"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:12.655Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1dcb75a66f7d92a31df"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:12.658Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1dcb75a66f7d92a31e0"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:12.920Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1dcb75a66f7d92a31e2"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:12.954Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1dcb75a66f7d92a31e1"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:12.953Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ddb75a66f7d92a31e3"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:13.280Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ddb75a66f7d92a31e4"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:13.288Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ddb75a66f7d92a31e5"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:13.504Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ddb75a66f7d92a31e6"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:13.709Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1fdb75a66f7d92a31e7"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:45.960Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1feb75a66f7d92a31e8"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:46.172Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1feb75a66f7d92a31e9"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:46.194Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1feb75a66f7d92a31ea"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:46.336Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1feb75a66f7d92a31eb"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:46.478Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1feb75a66f7d92a31ec"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:46.874Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ffb75a66f7d92a31ed"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:47.130Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ffb75a66f7d92a31ee"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:47.131Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ffb75a66f7d92a31ef"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:47.287Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c1ffb75a66f7d92a31f0"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:28:47.308Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c213b75a66f7d92a31f1"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:07.898Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c214b75a66f7d92a31f2"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:08.726Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c214b75a66f7d92a31f3"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:08.837Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c215b75a66f7d92a31f4"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:09.034Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c215b75a66f7d92a31f5"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:09.062Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c215b75a66f7d92a31f6"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:09.143Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c215b75a66f7d92a31f7"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:09.316Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c215b75a66f7d92a31f8"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:09.494Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c215b75a66f7d92a31f9"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:09.512Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c215b75a66f7d92a31fa"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:09.926Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c229b75a66f7d92a31fb"")",5f8dce4c10306b193d6dc073,20018,277,"2020-11-17T12:29:29.469Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c22bb75a66f7d92a31fc"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:31.904Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c235b75a66f7d92a31fd"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:41.891Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c236b75a66f7d92a31fe"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:42.734Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c236b75a66f7d92a31ff"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:42.788Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c236b75a66f7d92a3200"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:42.793Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c236b75a66f7d92a3201"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:42.840Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c236b75a66f7d92a3202"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:42.889Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c236b75a66f7d92a3203"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:42.898Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c236b75a66f7d92a3204"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:29:42.922Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c253b75a66f7d92a3205"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:11.287Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c256b75a66f7d92a3206"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:14.495Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c256b75a66f7d92a3207"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:14.528Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c256b75a66f7d92a3208"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:14.569Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c256b75a66f7d92a3209"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:14.811Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c256b75a66f7d92a320a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:14.988Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c257b75a66f7d92a320b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:15.021Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c257b75a66f7d92a320c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:15.031Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c257b75a66f7d92a320d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:15.581Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c257b75a66f7d92a320e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:15.978Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c278b75a66f7d92a320f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:48.169Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27bb75a66f7d92a3210"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:51.334Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27cb75a66f7d92a3211"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:52.514Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27cb75a66f7d92a3212"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:52.596Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27cb75a66f7d92a3213"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:52.629Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27cb75a66f7d92a3214"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:52.790Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27cb75a66f7d92a3215"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:52.925Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27cb75a66f7d92a3216"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:52.998Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27db75a66f7d92a3217"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:53.149Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c27db75a66f7d92a3218"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:30:53.329Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c292b75a66f7d92a3219"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:14.608Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c294b75a66f7d92a321a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:16.039Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c295b75a66f7d92a321b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:17.504Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c296b75a66f7d92a321c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:18.608Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c296b75a66f7d92a321d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:18.871Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c297b75a66f7d92a321e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:19.092Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c297b75a66f7d92a321f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:19.312Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c297b75a66f7d92a3220"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:19.636Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c297b75a66f7d92a3221"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:19.729Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c298b75a66f7d92a3222"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:20.240Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2afb75a66f7d92a3223"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:43.726Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b2b75a66f7d92a3224"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:46.953Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b5b75a66f7d92a3225"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:49.438Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b5b75a66f7d92a3226"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:49.522Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b5b75a66f7d92a3227"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:49.811Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b6b75a66f7d92a3228"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:50.093Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b6b75a66f7d92a3229"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:50.210Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b6b75a66f7d92a322a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:50.472Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b6b75a66f7d92a322b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:50.793Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2b6b75a66f7d92a322c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:31:50.892Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dab75a66f7d92a322d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:26.895Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dab75a66f7d92a322e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:26.935Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dbb75a66f7d92a322f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:27.220Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dbb75a66f7d92a3230"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:27.249Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dbb75a66f7d92a3231"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:27.569Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dbb75a66f7d92a3232"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:27.880Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dcb75a66f7d92a3233"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:28.171Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dcb75a66f7d92a3234"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:28.346Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2dcb75a66f7d92a3235"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:28.873Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2ddb75a66f7d92a3236"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:32:29.059Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2feb75a66f7d92a3237"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:02.033Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2feb75a66f7d92a3238"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:02.184Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2feb75a66f7d92a3239"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:02.397Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2feb75a66f7d92a323a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:02.530Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2feb75a66f7d92a323b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:02.776Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2feb75a66f7d92a323c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:02.972Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2ffb75a66f7d92a323d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:03.190Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c2ffb75a66f7d92a323e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:03.582Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c300b75a66f7d92a323f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:04.389Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c300b75a66f7d92a3240"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:04.723Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31bb75a66f7d92a3241"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:31.813Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31db75a66f7d92a3242"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:33.761Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31db75a66f7d92a3243"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:33.907Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31eb75a66f7d92a3244"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:34.139Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31eb75a66f7d92a3245"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:34.178Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31eb75a66f7d92a3246"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:34.441Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31eb75a66f7d92a3247"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:34.472Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31eb75a66f7d92a3248"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:34.476Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31fb75a66f7d92a3249"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:35.096Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c31fb75a66f7d92a324a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:35.561Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c330b75a66f7d92a324b"")",5f8dce4c10306b193d6dc073,20018,277,"2020-11-17T12:33:52.088Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c331b75a66f7d92a324c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:33:53.918Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33cb75a66f7d92a324d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:04.845Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33cb75a66f7d92a324e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:04.946Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33db75a66f7d92a324f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:05.074Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33db75a66f7d92a3250"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:05.130Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33db75a66f7d92a3251"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:05.215Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33db75a66f7d92a3252"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:05.449Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33db75a66f7d92a3253"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:05.663Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c33db75a66f7d92a3254"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:05.812Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c35eb75a66f7d92a3255"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:38.005Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a3256"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.082Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a3257"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.137Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a3258"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.330Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a3259"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.371Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a325a"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.582Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a325b"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.777Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a325c"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.809Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a325d"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.877Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c362b75a66f7d92a325e"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:34:42.984Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c37cb75a66f7d92a325f"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:08.060Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c37fb75a66f7d92a3260"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:11.763Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c37fb75a66f7d92a3261"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:11.803Z""""",Footbal Nigeria,0
"ObjectId(""5fb3c37fb75a66f7d92a3262"")",5f8dce4c10306b193d6dc073,20018,500,"2020-11-17T12:35:11.828Z""""",Footbal Nigeria,0
